,date,Mkt-RF,SMB,HML,RF
1561,2023-06-28,0.04,0.47,-0.42,0.019
1562,2023-06-29,0.44,0.75,0.76,0.019
1563,2023-06-30,1.14,-0.73,-0.77,0.019
1564,2023-07-03,0.15,0.27,1.07,0.022
1565,2023-07-05,-0.29,-1.07,-0.26,0.022
1566,2023-07-06,-0.95,-0.59,-0.68,0.022
1567,2023-07-07,-0.12,1.3,1.22,0.022
1568,2023-07-10,0.37,1.24,0.0,0.022
1569,2023-07-11,0.76,0.18,0.49,0.022
1570,2023-07-12,0.74,0.37,0.44,0.022
1571,2023-07-13,0.9,-0.07,-0.1,0.022
1572,2023-07-14,-0.25,-0.7,-1.51,0.022
1573,2023-07-17,0.49,0.64,-0.27,0.022
1574,2023-07-18,0.78,0.44,1.09,0.022
1575,2023-07-19,0.25,0.26,1.32,0.022
1576,2023-07-20,-0.81,-0.35,0.64,0.022
1577,2023-07-21,-0.05,-0.38,-0.36,0.022
1578,2023-07-24,0.31,-0.03,0.77,0.022
1579,2023-07-25,0.25,-0.23,-0.79,0.022
1580,2023-07-26,0.02,0.86,1.03,0.022
1581,2023-07-27,-0.75,-0.81,0.29,0.022
1582,2023-07-28,1.14,0.43,-0.35,0.022
1583,2023-07-31,0.26,0.99,-0.08,0.022
1584,2023-08-01,-0.35,-0.11,0.3,0.02
1585,2023-08-02,-1.49,-0.05,0.6,0.02
1586,2023-08-03,-0.19,0.02,0.08,0.02
1587,2023-08-04,-0.49,0.08,0.76,0.02
1588,2023-08-07,0.77,-1.09,0.59,0.02
1589,2023-08-08,-0.47,0.1,0.14,0.02
1590,2023-08-09,-0.78,-0.01,-0.06,0.02
1591,2023-08-10,0.01,-0.46,-0.66,0.02
1592,2023-08-11,-0.11,0.24,0.46,0.02
1593,2023-08-14,0.51,-0.84,-0.8,0.02
1594,2023-08-15,-1.18,0.0,-1.04,0.02
1595,2023-08-16,-0.81,-0.48,-0.13,0.02
1596,2023-08-17,-0.87,-0.17,0.49,0.02
1597,2023-08-18,0.04,0.41,-0.22,0.02
1598,2023-08-21,0.64,-0.87,-0.6,0.02
1599,2023-08-22,-0.32,-0.02,-1.04,0.02
1600,2023-08-23,1.08,-0.22,-0.11,0.02
1601,2023-08-24,-1.43,0.01,0.62,0.02
1602,2023-08-25,0.65,-0.23,-0.57,0.02
1603,2023-08-28,0.63,0.09,0.41,0.02
1604,2023-08-29,1.5,-0.08,-0.11,0.02
1605,2023-08-30,0.41,0.09,-0.46,0.02
1606,2023-08-31,-0.08,-0.19,0.22,0.02
1607,2023-09-01,0.26,0.84,0.58,0.021
1608,2023-09-05,-0.54,-1.58,-0.86,0.021
1609,2023-09-06,-0.71,0.01,-0.18,0.021
1610,2023-09-07,-0.4,-0.69,0.03,0.021
1611,2023-09-08,0.12,-0.51,0.4,0.021
1612,2023-09-11,0.66,-0.47,-0.54,0.021
1613,2023-09-12,-0.59,0.21,0.99,0.021
1614,2023-09-13,0.03,-0.87,-0.22,0.021
1615,2023-09-14,0.84,0.49,0.86,0.021
1616,2023-09-15,-1.21,0.21,0.25,0.021
1617,2023-09-18,-0.04,-0.82,-0.19,0.021
1618,2023-09-19,-0.27,-0.11,0.0,0.021
1619,2023-09-20,-0.95,-0.05,0.26,0.021
1620,2023-09-21,-1.69,0.34,0.38,0.021
1621,2023-09-22,-0.25,-0.09,-0.51,0.021
1622,2023-09-25,0.39,-0.06,0.33,0.021
1623,2023-09-26,-1.46,0.36,-0.51,0.021
1624,2023-09-27,0.13,0.78,0.1,0.021
1625,2023-09-28,0.65,0.19,0.04,0.021
1626,2023-09-29,-0.27,-0.02,0.31,0.021
1627,2023-10-02,-0.14,-1.28,-1.05,0.021
1628,2023-10-03,-1.5,-0.26,-0.15,0.021
1629,2023-10-04,0.77,-0.53,-0.37,0.021
1630,2023-10-05,-0.15,0.28,0.09,0.021
1631,2023-10-06,1.21,-0.44,-0.55,0.021
1632,2023-10-09,0.59,-0.16,0.26,0.021
1633,2023-10-10,0.61,0.33,0.62,0.021
1634,2023-10-11,0.32,-0.65,0.38,0.021
1635,2023-10-12,-0.81,-1.5,0.11,0.021
1636,2023-10-13,-0.59,-0.35,0.05,0.021
1637,2023-10-16,1.14,0.58,-0.1,0.021
1638,2023-10-17,0.09,1.05,0.68,0.021
1639,2023-10-18,-1.47,-0.61,-0.17,0.021
1640,2023-10-19,-0.92,-0.54,-0.22,0.021
1641,2023-10-20,-1.32,0.09,-0.15,0.021
1642,2023-10-23,-0.23,-0.58,-0.77,0.021
1643,2023-10-24,0.71,0.09,-0.58,0.021
1644,2023-10-25,-1.58,-0.02,0.85,0.021
1645,2023-10-26,-1.15,1.18,1.68,0.021
1646,2023-10-27,-0.53,-0.58,-0.58,0.021
1647,2023-10-30,1.15,-0.33,0.28,0.021
1648,2023-10-31,0.63,0.05,-0.07,0.021
1649,2023-11-01,0.93,-0.68,-0.02,0.021
1650,2023-11-02,1.95,0.71,1.64,0.021
1651,2023-11-03,1.1,1.73,0.6,0.021
1652,2023-11-06,0.01,-1.22,-0.66,0.021
1653,2023-11-07,0.35,-0.41,-1.2,0.021
1654,2023-11-08,-0.04,-1.01,-0.46,0.021
1655,2023-11-09,-0.89,-1.01,0.5,0.021
1656,2023-11-10,1.49,-0.61,-0.45,0.021
1657,2023-11-13,-0.05,0.06,-0.26,0.021
1658,2023-11-14,2.18,3.23,1.19,0.021
1659,2023-11-15,0.18,0.13,0.5,0.021
1660,2023-11-16,-0.11,-1.5,-0.3,0.021
1661,2023-11-17,0.25,1.22,0.62,0.021
1662,2023-11-20,0.73,-0.11,-0.28,0.021
1663,2023-11-21,-0.32,-0.96,-0.62,0.021
1664,2023-11-22,0.42,0.19,-0.04,0.021
1665,2023-11-24,0.11,0.63,0.18,0.021
1666,2023-11-27,-0.23,-0.14,-0.08,0.021
1667,2023-11-28,0.06,-0.3,0.05,0.021
1668,2023-11-29,0.01,0.58,0.69,0.021
1669,2023-11-30,0.35,-0.4,0.01,0.021
1670,2023-12-01,0.82,2.23,1.07,0.021
1671,2023-12-04,-0.44,1.51,0.5,0.021
1672,2023-12-05,-0.21,-1.05,-0.85,0.021
1673,2023-12-06,-0.39,0.36,0.33,0.021
1674,2023-12-07,0.81,0.09,0.49,0.021
1675,2023-12-08,0.45,0.16,0.53,0.021
1676,2023-12-11,0.35,-0.44,-0.12,0.021
1677,2023-12-12,0.34,-0.64,-0.89,0.021
1678,2023-12-13,1.55,1.92,1.35,0.021
1679,2023-12-14,0.51,1.84,2.03,0.021
1680,2023-12-15,-0.06,-0.59,-0.57,0.021
1681,2023-12-18,0.42,-0.51,-0.36,0.021
1682,2023-12-19,0.72,1.51,0.68,0.021
1683,2023-12-20,-1.56,-0.35,0.15,0.021
1684,2023-12-21,1.09,0.74,-0.02,0.021
1685,2023-12-22,0.2,0.61,0.1,0.021
1686,2023-12-26,0.48,0.83,0.43,0.021
1687,2023-12-27,0.16,0.17,0.1,0.021
1688,2023-12-28,-0.01,-0.38,0.02,0.021
1689,2023-12-29,-0.43,-1.14,-0.36,0.021
1690,2024-01-02,-0.7,-0.26,0.79,0.022
1691,2024-01-03,-1.01,-1.92,-0.14,0.022
1692,2024-01-04,-0.33,0.24,0.09,0.022
1693,2024-01-05,0.15,-0.59,0.65,0.022
1694,2024-01-08,1.49,0.55,-1.31,0.022
1695,2024-01-09,-0.21,-0.75,-0.9,0.022
1696,2024-01-10,0.5,-0.29,-0.44,0.022
1697,2024-01-11,-0.14,-0.66,-0.51,0.022
1698,2024-01-12,-0.01,-0.21,-0.5,0.022
1699,2024-01-16,-0.47,-0.87,-0.64,0.022
1700,2024-01-17,-0.59,-0.16,-0.24,0.022
1701,2024-01-18,0.87,-0.27,-0.34,0.022
1702,2024-01-19,1.19,-0.37,0.65,0.022
1703,2024-01-22,0.39,1.83,0.58,0.022
1704,2024-01-23,0.22,-0.69,-0.58,0.022
1705,2024-01-24,-0.01,-0.76,0.02,0.022
1706,2024-01-25,0.46,0.2,0.56,0.022
1707,2024-01-26,-0.02,0.32,-0.22,0.022
1708,2024-01-29,0.86,0.88,-0.57,0.022
1709,2024-01-30,-0.13,-0.96,0.85,0.022
1710,2024-01-31,-1.74,-0.89,-0.31,0.022
1711,2024-02-01,1.23,0.33,-1.35,0.021
1712,2024-02-02,0.99,-1.57,-0.51,0.021
1713,2024-02-05,-0.42,-0.94,-0.66,0.021
1714,2024-02-06,0.27,0.77,-0.49,0.021
1715,2024-02-07,0.77,-1.02,-0.62,0.021
1716,2024-02-08,0.21,1.4,0.03,0.021
1717,2024-02-09,0.65,0.84,-0.43,0.021
1718,2024-02-12,0.05,1.65,1.1,0.021
1719,2024-02-13,-1.6,-2.52,-0.66,0.021
1720,2024-02-14,1.14,1.37,-0.2,0.021
1721,2024-02-15,0.67,1.23,1.03,0.021
1722,2024-02-16,-0.53,-0.64,-0.21,0.021
1723,2024-02-20,-0.74,-0.74,0.41,0.021
1724,2024-02-21,-0.03,-0.64,0.12,0.021
1725,2024-02-22,2.02,-1.55,-1.32,0.021
1726,2024-02-23,0.02,0.33,-0.04,0.021
1727,2024-02-26,-0.25,0.97,-0.1,0.021
1728,2024-02-27,0.27,1.24,-0.44,0.021
1729,2024-02-28,-0.26,-0.89,-0.01,0.021
1730,2024-02-29,0.54,-0.16,0.99,0.021
1731,2024-03-01,0.76,0.01,-0.56,0.021
1732,2024-03-04,-0.18,-0.61,0.35,0.021
1733,2024-03-05,-1.08,0.05,1.13,0.021
1734,2024-03-06,0.53,-0.27,-0.02,0.021
1735,2024-03-07,1.02,-0.48,0.05,0.021
1736,2024-03-08,-0.66,0.6,0.6,0.021
1737,2024-03-11,-0.21,-0.63,0.4,0.021
1738,2024-03-12,1.04,-1.16,-0.68,0.021
1739,2024-03-13,-0.14,0.35,-0.04,0.021
1740,2024-03-14,-0.43,-1.46,-1.07,0.021
1741,2024-03-15,-0.59,0.95,0.8,0.021
1742,2024-03-18,0.53,-1.04,-0.22,0.021
1743,2024-03-19,0.54,0.45,-0.24,0.021
1744,2024-03-20,1.03,1.04,1.01,0.021
1745,2024-03-21,0.42,0.34,0.97,0.021
1746,2024-03-22,-0.23,-0.99,-0.52,0.021
1747,2024-03-25,-0.26,-0.11,0.87,0.021
1748,2024-03-26,-0.26,0.11,-0.16,0.021
1749,2024-03-27,0.88,1.29,0.92,0.021
1750,2024-03-28,0.1,0.47,0.46,0.021
1751,2024-04-01,-0.27,-0.91,-0.27,0.021
1752,2024-04-02,-0.85,-1.03,0.04,0.021
1753,2024-04-03,0.16,0.33,-0.04,0.021
1754,2024-04-04,-1.23,0.2,0.18,0.021
1755,2024-04-05,1.05,-0.5,-0.69,0.021
1756,2024-04-08,0.01,0.54,0.14,0.021
1757,2024-04-09,0.14,0.31,-0.33,0.021
1758,2024-04-10,-1.01,-1.56,-1.04,0.021
1759,2024-04-11,0.72,0.05,-0.62,0.021
1760,2024-04-12,-1.53,-0.38,0.13,0.021
1761,2024-04-15,-1.29,-0.24,0.75,0.021
1762,2024-04-16,-0.23,-0.28,-0.82,0.021
1763,2024-04-17,-0.64,-0.37,0.55,0.021
1764,2024-04-18,-0.27,-0.1,0.86,0.021
1765,2024-04-19,-0.82,1.25,1.9,0.021
1766,2024-04-22,0.87,-0.12,0.55,0.021
1767,2024-04-23,1.27,0.58,-0.01,0.021
1768,2024-04-24,-0.01,-0.3,0.28,0.021
1769,2024-04-25,-0.48,-0.39,-0.2,0.021
1770,2024-04-26,1.04,0.22,-1.09,0.021
1771,2024-04-29,0.34,0.34,-0.49,0.021
1772,2024-04-30,-1.67,-0.27,-0.26,0.021
1773,2024-05-01,-0.27,1.0,-0.03,0.02
1774,2024-05-02,1.01,0.7,0.02,0.02
1775,2024-05-03,1.19,-0.04,-0.22,0.02
1776,2024-05-06,1.09,-0.02,-0.05,0.02
1777,2024-05-07,0.05,0.04,-0.65,0.02
1778,2024-05-08,-0.09,-0.41,0.59,0.02
1779,2024-05-09,0.52,0.51,0.39,0.02
1780,2024-05-10,0.08,-0.91,0.01,0.02
1781,2024-05-13,-0.04,0.25,-0.26,0.02
1782,2024-05-14,0.57,0.51,0.04,0.02
1783,2024-05-15,1.15,-0.47,-0.21,0.02
1784,2024-05-16,-0.25,-0.22,-0.01,0.02
1785,2024-05-17,0.11,-0.23,0.41,0.02
1786,2024-05-20,0.14,0.16,-0.88,0.02
1787,2024-05-21,0.15,-0.43,0.19,0.02
1788,2024-05-22,-0.35,-0.4,-0.38,0.02
1789,2024-05-23,-0.85,-0.67,-0.64,0.02
1790,2024-05-24,0.72,0.13,0.23,0.02
1791,2024-05-28,-0.04,0.1,-0.83,0.02
1792,2024-05-29,-0.77,-0.38,-0.66,0.02
1793,2024-05-30,-0.52,1.64,0.42,0.02
1794,2024-05-31,0.68,-0.1,0.95,0.02
1795,2024-06-03,0.04,-0.32,-0.62,0.022
1796,2024-06-04,-0.06,-1.33,-0.68,0.022
1797,2024-06-05,1.23,0.35,-0.67,0.022
1798,2024-06-06,-0.06,-0.57,-0.08,0.022
1799,2024-06-07,-0.23,-0.95,0.09,0.022
1800,2024-06-10,0.28,-0.13,-0.29,0.022
1801,2024-06-11,0.2,-0.21,-1.04,0.022
1802,2024-06-12,0.94,0.75,0.05,0.022
1803,2024-06-13,0.04,-1.02,-0.62,0.022
1804,2024-06-14,-0.17,-1.46,-0.65,0.022
1805,2024-06-17,0.78,-0.33,0.58,0.022
1806,2024-06-18,0.2,-0.44,0.36,0.022
1807,2024-06-20,-0.31,-0.36,0.26,0.022
1808,2024-06-21,-0.13,0.44,-0.53,0.022
1809,2024-06-24,-0.25,0.62,1.09,0.022
1810,2024-06-25,0.31,-0.82,-1.22,0.022
1811,2024-06-26,0.16,-0.01,-0.19,0.022
1812,2024-06-27,0.14,0.53,-0.39,0.022
1813,2024-06-28,-0.35,1.0,1.28,0.022
